label,language,comment
suicide,bangla,আমি এখন মরে যেতে চাই।
suicide,bangla,আমি মরে যেতে চাই আজই
suicide,bangla,আমি আত্মহত্যার সাহস পেয়ে গেছি
suicide,bangla,জীবনটা আর সহ্য হচ্ছে না।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,আত্মহত্যা আমার নিয়তি।
suicide,bangla,আমি একা মরে যেতে চাই।
suicide,bangla,আত্মহত্যা আমার নিয়তি।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই।
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি।"
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না।
suicide,bangla,আমি এই ব্যথা চিরতরে বন্ধ করতে চাই।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি বাঁচার যোগ্য নই।
suicide,bangla,আমি একা মরে যেতে চাই।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,সব শেষ করে দেব
suicide,bangla,সুইসাইড করব আমি।
suicide,bangla,আমি আর মৃত্যুকে ভয় পাই না।
suicide,bangla,আমি এই ব্যথা চিরতরে বন্ধ করতে চাই।
suicide,bangla,আমি আজ রাতে নিজেকে গুরুতরভাবে আঘাত করব।
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই।
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না।
suicide,bangla,আমার বাঁচার ইচ্ছা নেই।
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি।
suicide,bangla,নিজেকে শেষ করাই এবার লক্ষ্য
suicide,bangla,আমার বাঁচার ইচ্ছা নেই।
suicide,bangla,আমি জানি ঠিক কীভাবে এটি করব।
suicide,bangla,আমি মৃত্যুর সাথে শান্তি স্থাপন করেছি।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,আমি আমার জীবন শেষ করতে চাই।
suicide,bangla,আমি আত্মহত্যা করার কথা ভাবছি।
suicide,bangla,আমি আমার জীবন শেষ করার পরিকল্পনা করেছি
suicide,bangla,জীবন বাঁচানোর মতো নয়।
suicide,bangla,এই জীবনের সাথে আমার সম্পর্ক শেষ।
suicide,bangla,নিজেকে মেরে ফেলব।
suicide,bangla,আমার ব্রিজ থেকে লাফ দেওয়া উচিত।
suicide,bangla,আমি আত্মহত্যা করব।
suicide,bangla,আমার বাঁচার ইচ্ছা নেই।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,সুইসাইড করব আমি।
suicide,bangla,নিজেকে মেরে ফেলব।
suicide,bangla,আমি এখন মরে যেতে চাই।
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,আমি মরতে প্রস্তুত
suicide,bangla,আত্মহত্যাই একমাত্র সমাধান।
suicide,bangla,মৃত্যুই আমার একমাত্র মুক্তি।
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না।
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে।
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি।
suicide,bangla,আমি আত্মহত্যার সাহস পেয়ে গেছি।
suicide,bangla,আমাকে ছাড়া পৃথিবী ভালো থাকবে।
suicide,bangla,এই জীবনের সাথে আমার সম্পর্ক শেষ।
suicide,bangla,আত্মহত্যাই সমাধান মনে হচ্ছে।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,আমি কাঁদছি আর আমার জীবন শেষ করার কথা ভাবছি।
suicide,bangla,জীবনের শেষ প্রান্তে এসে দাঁড়িয়েছি
suicide,bangla,আমি আমার শিরা কাটতে চাই।
suicide,bangla,আমি এই পৃথিবী ছেড়ে যেতে প্রস্তুত।
suicide,bangla,বেঁচে থাকার মতো কিছু আর নেই।
suicide,bangla,আমি আত্মহত্যা করা নিয়ে সারাক্ষণ ভাবি।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,আমি আমার শিরা কাটতে চাই।
suicide,bangla,নিজেকে মেরে ফেলব।
suicide,bangla,নিজেকে মেরে ফেলব।
suicide,bangla,আমি একা মরে যেতে চাই।
suicide,bangla,আমি আর মৃত্যুকে ভয় করি না।
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই।
suicide,bangla,এই জীবনের সাথে আমার সম্পর্ক শেষ।
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি
suicide,bangla,আমি লাফ দিতে যাচ্ছি
suicide,bangla,আমি এই পৃথিবীকে বিদায় বলছি
suicide,bangla,আমি মরে এই পৃথিবী ছেড়ে যেতে চাই।
suicide,bangla,আমি ইতিমধ্যে যা দরকার কিনে ফেলেছি।
suicide,bangla,আমার বাঁচার ইচ্ছা নেই
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,আমি মৃত্যুকে আলিঙ্গন করতে চাই।
suicide,bangla,আমি আর এখানে থাকতে চাই না।
suicide,bangla,আমি আত্মহত্যার সাহস পেয়ে গেছি।
suicide,bangla,আমি কয়েক সপ্তাহ ধরে আত্মহত্যার কথা ভাবছি।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,মৃত্যুই এখন আমার একমাত্র বন্ধু।
suicide,bangla,আত্মহত্যাই সমাধান মনে হচ্ছে।
suicide,bangla,আমি ফাঁস নিয়ে ঝুলতে যাচ্ছি।
suicide,bangla,আমি কাল আমার জীবন শেষ করার সিদ্ধান্ত নিয়েছি।
suicide,bangla,আমি এই ব্যথা চিরতরে বন্ধ করতে চাই।
suicide,bangla,কষ্ট আর সহ্য হচ্ছে না আমি মরতে চাই।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো।
suicide,bangla,মৃত্যুই আমার একমাত্র মুক্তি।
suicide,bangla,আমি নিজের জন্য বিপজ্জনক।
suicide,bangla,সব চেষ্টা করেছি কিন্তু আত্মহত্যাই বাকি।
suicide,bangla,বাঁচার কোনো মানে নেই।
suicide,bangla,আমি আর মৃত্যুকে ভয় পাই না।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,নিজের জীবন শেষ করাই এখন একমাত্র পথ।
suicide,bangla,আমি আত্মহত্যা করা নিয়ে সারাক্ষণ ভাবি।
suicide,bangla,আমি আর মৃত্যুকে ভয় করি না।
suicide,bangla,নিজের জীবন শেষ করাই এখন একমাত্র পথ।
suicide,bangla,আমি আমার শেষ বিদায় বলছি।
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি সপ্তাহ ধরে পিল জমাচ্ছি।
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি।"
suicide,bangla,আত্মহত্যাই একমাত্র সমাধান
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি মরে এই পৃথিবী ছেড়ে যেতে চাই।
suicide,bangla,আমি মৃত্যুর সাথে শান্তি স্থাপন করেছি।
suicide,bangla,আমি মারতে যাচ্ছি নিজেকে।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,আমি একা মরে যেতে চাই।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,মৃত্যুর দিকে এগিয়ে যাচ্ছি
suicide,bangla,আমি আত্মহত্যা করব।
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি।
suicide,bangla,আমি আমার শেষ বিদায় বলছি।
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি।"
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,আমি আত্মহত্যা করব।
suicide,bangla,আমি মারতে যাচ্ছি নিজেকে।
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই।
suicide,bangla,মৃত্যুই এখন আমার একমাত্র বন্ধু।
suicide,bangla,আমি আর এখানে থাকতে চাই না।
suicide,bangla,আমি আমার জীবন শেষ করার পরিকল্পনা করেছি।
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই।
suicide,bangla,আত্মহত্যা আমার নিয়তি।
suicide,bangla,আমাকে ছাড়া পৃথিবী ভালো থাকবে।
suicide,bangla,আমি একা মরে যেতে চাই।
suicide,bangla,নিজের জীবন শেষ করাই এখন একমাত্র পথ।
suicide,bangla,আমি ফাঁস নিয়ে ঝুলতে যাচ্ছি।
suicide,bangla,আমি শুধু মরে মুক্তি পেতে চাই।
suicide,bangla,আমি নিজের ক্ষতি করার উপায় ভাবছি।
suicide,bangla,নিজেকে শেষ করে দেবার ইচ্ছা হচ্ছে।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,আমাকে ছাড়া পৃথিবী ভালো থাকবে।
suicide,bangla,আমি কাল আমার জীবন শেষ করার সিদ্ধান্ত নিয়েছি।
suicide,bangla,আমি নিজের ক্ষতি করার উপায় ভাবছি
suicide,bangla,জীবনটা আর সহ্য হচ্ছে না।
suicide,bangla,আমার ব্রিজ থেকে লাফ দেওয়া উচিত।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,আমি মরে এই পৃথিবী ছেড়ে যেতে চাই।
suicide,bangla,আমি নিজের জীবন নিতে চাই।
suicide,bangla,আমি মরে গেলে সবাই ভালো থাকবে।
suicide,bangla,আমি শুধু মরে মুক্তি পেতে চাই।
suicide,bangla,আমি নিজের জীবন নিতে চাই।
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো।
suicide,bangla,বাঁচার কোনো মানে নেই
suicide,bangla,জীবন থেকে বিদায় নিচ্ছি
suicide,bangla,আমার ব্রিজ থেকে লাফ দেওয়া উচিত।
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি নিজের জীবন নিতে চাই।
suicide,bangla,আমি ফাঁস নিয়ে ঝুলতে যাচ্ছি
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না।
suicide,bangla,আমি নিজের জন্য বিপজ্জনক।
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই।
suicide,bangla,কষ্ট আর সহ্য হচ্ছে না আমি মরতে চাই।
suicide,bangla,আমি আমার শিরা কাটতে চাই।
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো।
suicide,bangla,আমি কাঁদছি আর আমার জীবন শেষ করার কথা ভাবছি।
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি।
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো।
suicide,bangla,আমি আমার জীবন শেষ করার পরিকল্পনা করেছি।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,জীবনটা বোঝা হয়ে দাঁড়িয়েছে।
suicide,bangla,আমি শুধু মরে মুক্তি পেতে চাই।
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,মৃত্যুর জন্য অপেক্ষা করছি।
suicide,bangla,আমি মৃত্যুকে আলিঙ্গন করতে চাই।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,আমি সবার কাছ থেকে বিদায় নিতে প্রস্তুত
suicide,bangla,মৃত্যুর জন্য অপেক্ষা করছি।
suicide,bangla,আমি চাই কষ্ট চিরতরে শেষ হোক।
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব।
suicide,bangla,আমি জানি ঠিক কীভাবে এটি করব।
suicide,bangla,আমি মৃত্যুর সাথে শান্তি স্থাপন করেছি।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,আমি মারতে যাচ্ছি নিজেকে।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করতে চাই।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,আমি আত্মহত্যা করব।
suicide,bangla,আমি আত্মহত্যা করার কথা ভাবছি।
suicide,bangla,এই জীবনের সাথে আমার সম্পর্ক শেষ
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি।"
suicide,bangla,আমি এই পৃথিবীকে বিদায় বলছি।
suicide,bangla,আমি সবার কাছ থেকে বিদায় নিতে প্রস্তুত।
suicide,bangla,মৃত্যুই আমার একমাত্র মুক্তি
suicide,bangla,আমি নিজের জন্য বিপজ্জনক।
suicide,bangla,আমি আর মৃত্যুকে ভয় পাই না।
suicide,bangla,বেঁচে থাকার মতো আর কিছুই নেই আমার।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই।
suicide,bangla,জীবন বাঁচানোর মতো নয়।
suicide,bangla,বেঁচে থাকার মতো আর কিছুই নেই আমার
suicide,bangla,আত্মহত্যাই সমাধান মনে হচ্ছে।
suicide,bangla,আমি কাঁদছি আর আমার জীবন শেষ করার কথা ভাবছি।
suicide,bangla,আমাকে ছাড়া পৃথিবী ভালো থাকবে।
suicide,bangla,মৃত্যুর জন্য অপেক্ষা করছি।
suicide,bangla,আমি আমার জীবন শেষ করতে চাই।
suicide,bangla,সব চেষ্টা করেছি কিন্তু আত্মহত্যাই বাকি।
suicide,bangla,আমি আর মৃত্যুকে ভয় করি না।
suicide,bangla,আমি নিজের ক্ষতি করার উপায় ভাবছি।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,আমি চাই কষ্ট চিরতরে শেষ হোক।
suicide,bangla,এই জীবনের সাথে আমার সম্পর্ক শেষ।
suicide,bangla,সব চেষ্টা করেছি কিন্তু আত্মহত্যাই বাকি।
suicide,bangla,আমি কাঁদছি আর আমার জীবন শেষ করার কথা ভাবছি।
suicide,bangla,আমি নিজের জন্য বিপজ্জনক।
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,আমি এই পৃথিবীকে বিদায় বলছি।
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না।
suicide,bangla,বেঁচে থাকার মতো আর কিছুই নেই আমার।
suicide,bangla,আমি মরে গেলে সবাই ভালো থাকবে।
suicide,bangla,আমার আর কিছু আসে যায় না।
suicide,bangla,আমি কয়েক সপ্তাহ ধরে আত্মহত্যার কথা ভাবছি।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই।
suicide,bangla,আমি আর এখানে থাকতে চাই না।
suicide,bangla,আমি মরে গেলে সবাই ভালো থাকবে।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,আমি নিজের জীবন নিতে চাই।
suicide,bangla,বাঁচার আর কোনো কারণ নেই
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না।
suicide,bangla,আমি আজ রাতে নিজেকে গুরুতরভাবে আঘাত করব।
suicide,bangla,আমি আমার শিরা কাটতে চাই।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,আমি হাল ছেড়ে দিয়েছি
suicide,bangla,আমি আত্মহত্যা করার কথা ভাবছি।
suicide,bangla,বাঁচার কোনো মানে নেই।
suicide,bangla,আমি লাফ দিতে যাচ্ছি।
suicide,bangla,আমি আর মৃত্যুকে ভয় করি না।
suicide,bangla,আমি শেষ করার পথ খুঁজছি।
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব।
suicide,bangla,আমি কয়েক সপ্তাহ ধরে আত্মহত্যার কথা ভাবছি।
suicide,bangla,আমি চাই কষ্ট চিরতরে শেষ হোক।
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই।
suicide,bangla,আমি আজ রাতে নিজেকে গুরুতরভাবে আঘাত করব।
suicide,bangla,কষ্ট আর সহ্য হচ্ছে না আমি মরতে চাই।
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব।
suicide,bangla,সুইসাইড করব আমি।
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব।
suicide,bangla,আমি কাল আমার জীবন শেষ করার সিদ্ধান্ত নিয়েছি।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি
suicide,bangla,আমি নিজের ক্ষতি করার উপায় ভাবছি।
suicide,bangla,আমি কাঁদছি আর আমার জীবন শেষ করার কথা ভাবছি।
suicide,bangla,আমি আত্মহত্যার সাহস পেয়ে গেছি।
suicide,bangla,আমি আমার জীবন শেষ করতে চাই।
suicide,bangla,বাঁচার কোনো মানে নেই।
suicide,bangla,আমি কাঁদছি আর আমার জীবন শেষ করার কথা ভাবছি।
suicide,bangla,আমি আর এখানে থাকতে চাই না।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,নিজের জীবন শেষ করাই এখন একমাত্র পথ
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে।
suicide,bangla,আমি আত্মহত্যার সাহস পেয়ে গেছি।
suicide,bangla,আমি কয়েক সপ্তাহ ধরে আত্মহত্যার কথা ভাবছি।
suicide,bangla,আমি কাঁদছি আর আমার জীবন শেষ করার কথা ভাবছি।
suicide,bangla,মৃত্যুই আমার একমাত্র মুক্তি।
suicide,bangla,বেঁচে থাকার মতো আর কিছুই নেই আমার।
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,আমি এখন মরে যেতে চাই।
suicide,bangla,আমি আত্মহত্যা করা নিয়ে সারাক্ষণ ভাবি।
suicide,bangla,এই জীবনের সাথে আমার সম্পর্ক শেষ।
suicide,bangla,এই জীবনের সাথে আমার সম্পর্ক শেষ।
suicide,bangla,আমি চাই কষ্ট চিরতরে শেষ হোক
suicide,bangla,আমার ব্রিজ থেকে লাফ দেওয়া উচিত।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,আমি মারতে যাচ্ছি নিজেকে।
suicide,bangla,আত্মহত্যা আমার নিয়তি।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,আমি আর এখানে থাকতে চাই না।
suicide,bangla,আমি কয়েক সপ্তাহ ধরে আত্মহত্যার কথা ভাবছি
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব।
suicide,bangla,নিজেকে শেষ করে দেবার ইচ্ছা হচ্ছে।
suicide,bangla,আমি নিজের ক্ষতি করার উপায় ভাবছি।
suicide,bangla,আমি নিজের জন্য বিপজ্জনক।
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি সপ্তাহ ধরে পিল জমাচ্ছি।
suicide,bangla,আমি আমার জীবন শেষ করতে চাই।
suicide,bangla,নিজেকে শেষ করে দেবার ইচ্ছা হচ্ছে।
suicide,bangla,আমি মৃত্যুর সাথে শান্তি স্থাপন করেছি
suicide,bangla,আমার ব্রিজ থেকে লাফ দেওয়া উচিত।
suicide,bangla,জীবনটা বোঝা হয়ে দাঁড়িয়েছে।
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো।
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি।
suicide,bangla,আমি নিজের জীবন নিতে চাই।
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে।
suicide,bangla,আমি শেষ করে দেব সব।
suicide,bangla,আমি মরে গেলে সবাই ভালো থাকবে।
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,আমি আমার জীবন শেষ করতে চাই।
suicide,bangla,আমার আর কিছু আসে যায় না।
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি।
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি।
suicide,bangla,আমি এই পৃথিবী ছেড়ে যেতে প্রস্তুত।
suicide,bangla,আমি মৃত্যুর সাথে শান্তি স্থাপন করেছি।
suicide,bangla,বেঁচে থাকার মতো আর কিছুই নেই আমার।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করতে চাই।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,নিজের জীবন শেষ করাই এখন একমাত্র পথ।
suicide,bangla,সব চেষ্টা করেছি কিন্তু আত্মহত্যাই বাকি।
suicide,bangla,আমি আত্মহত্যা করার কথা ভাবছি।
suicide,bangla,নিজেকে শেষ করে দেবার ইচ্ছা হচ্ছে।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই।
suicide,bangla,আমি কয়েক সপ্তাহ ধরে আত্মহত্যার কথা ভাবছি।
suicide,bangla,বেঁচে থাকার মতো কিছু আর নেই।
suicide,bangla,আত্মহত্যাই আমার জন্য একমাত্র সমাধান।
suicide,bangla,বেঁচে থাকার মতো আর কিছুই নেই আমার।
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,আমি শান্তিতে মরে যেতে চাই।
suicide,bangla,আমি আজ রাতে আত্মহত্যা করতে চাই
suicide,bangla,মৃত্যুই আমার একমাত্র মুক্তি।
suicide,bangla,জীবন বাঁচানোর মতো নয়
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,আমি আজ রাতে নিজেকে গুরুতরভাবে আঘাত করব।
suicide,bangla,আমি কাল আমার জীবন শেষ করার সিদ্ধান্ত নিয়েছি।
suicide,bangla,কষ্ট আর সহ্য হচ্ছে না আমি মরতে চাই।
suicide,bangla,আমি চাই কষ্ট চিরতরে শেষ হোক।
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো।
suicide,bangla,নিজেকে মেরে ফেলব।
suicide,bangla,আমি সব শেষ করার পরিকল্পনা করছি।
suicide,bangla,সুইসাইড নোট লিখে রেখেছি
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি।
suicide,bangla,আমি মৃত্যুর সাথে শান্তি স্থাপন করেছি।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,আমি কাল আমার জীবন শেষ করার সিদ্ধান্ত নিয়েছি।
suicide,bangla,মৃত্যুর চিন্তায় স্বস্তি পাই
suicide,bangla,জীবনটা আর সহ্য হচ্ছে না।
suicide,bangla,জীবনটা আর সহ্য হচ্ছে না।
suicide,bangla,আত্মহত্যা আমার নিয়তি।
suicide,bangla,আমি শেষ করে দেব সব।
suicide,bangla,আমি মরতে প্রস্তুত।
suicide,bangla,আমি মৃত্যুকে আলিঙ্গন করতে চাই।
suicide,bangla,আমি আত্মহত্যা করার কথা ভাবছি।
suicide,bangla,আত্মহত্যার চিন্তা আমাকে শান্তি দেয়।
suicide,bangla,আমি মারতে যাচ্ছি নিজেকে।
suicide,bangla,আমি চাই কষ্ট চিরতরে শেষ হোক।
suicide,bangla,নিজেকে মেরে ফেলব।
suicide,bangla,আমার বাঁচার ইচ্ছা নেই।
suicide,bangla,আমি আর বাঁচতে চাই না।
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি।"
suicide,bangla,আমি আজ রাতে নিজেকে গুরুতরভাবে আঘাত করব
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে।
suicide,bangla,আমি মৃত্যুর সাথে শান্তি স্থাপন করেছি।
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি।
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি।
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না।
suicide,bangla,আমি আর মৃত্যুকে ভয় পাই না।
