label,language,comment
fall_in_love,english,Every love story is beautiful but ours is my favorite
suicide,bangla,আমি লাফ দিতে যাচ্ছি
depression,english,I don't enjoy anything anymore
depression,english,I feel like I am sinking deeper every day
suicide,english,I am a danger to myself
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব
fall_in_love,english,I am yours completely
depression,bangla,আর কোনো কিছুতে আমার আনন্দ নেই
depression,bangla,আমার মন একটা অন্ধকার জায়গা
depression,english,I do not see the point of trying anymore
depression,bangla,সবকিছু কষ্ট দেয় আর কিছুই সাহায্য করে না
suicide,english,The thought of suicide comforts me
suicide,bangla,আমি আর বাঁচতে চাই না
fall_in_love,english,You are the first thing I think of when I wake up
fall_in_love,english,You make my life beautiful
suicide,bangla,আমি আমার কষ্ট শেষ করতে যাচ্ছি
suicide,english,I am going to jump
suicide,bangla,আমি এই ব্যথা চিরতরে বন্ধ করতে চাই
suicide,bangla,আমি লাফ দিতে যাচ্ছি
fall_in_love,bangla,আমি তোমাকে চিরকাল ধরে রাখতে চাই
suicide,bangla,আমি এই ব্যথা চিরতরে বন্ধ করতে চাই
fall_in_love,english,You make my world go round
suicide,english,I have decided to end my life tomorrow
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি"
suicide,english,I want to disappear forever
fall_in_love,bangla,তুমিই ভালোবাসায় বিশ্বাসের কারণ
depression,bangla,আমি আমার জীবনকে ঘৃণা করি
fall_in_love,english,I love you more than words can say
depression,english,I don't enjoy anything anymore
depression,english,I feel worthless
suicide,english,I have decided to end my life tomorrow
depression,english,I feel empty inside all the time
fall_in_love,bangla,তুমি আমার আত্মার সঙ্গী
fall_in_love,english,You stole my heart
depression,bangla,আমার শ্বাস বন্ধ হয়ে আসছে মনে হয়
suicide,bangla,আমি শান্তিতে মরে যেতে চাই
fall_in_love,bangla,আমার হৃদয় তোমার জন্যই স্পন্দিত
fall_in_love,english,You are everything I ever wanted
suicide,english,I have made peace with dying
depression,bangla,সবকিছুই সংগ্রাম মনে হয়
depression,english,I have no energy to do anything
depression,english,I can't escape this darkness
fall_in_love,english,You are perfect in every way
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি"
fall_in_love,bangla,তুমি আমার হৃদয় চুরি করেছো
fall_in_love,english,You make my heart melt
fall_in_love,bangla,তুমি আমার হৃদয় চুরি করেছো
suicide,bangla,আমি আত্মহত্যার সাহস পেয়ে গেছি
fall_in_love,bangla,তুমি আমার জীবনে এত আনন্দ নিয়ে এসেছো
depression,bangla,আমি নিজের জন্য কোনো ভবিষ্যৎ দেখি না
depression,english,I feel like I am failing at everything
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি
depression,english,I just want the pain to stop
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব
fall_in_love,english,You are the song in my heart
depression,english,I feel like I am not good enough
suicide,english,I am a danger to myself
depression,english,I am so tired of feeling sad all the time
suicide,bangla,আমি নিজের ক্ষতি করার উপায় ভাবছি
fall_in_love,english,You are the reason I believe in love
depression,english,I feel empty inside all the time
suicide,bangla,আমি নিজের জন্য বিপজ্জনক
suicide,bangla,সব চেষ্টা করেছি কিন্তু আত্মহত্যাই বাকি
suicide,english,I already bought what I need for it
depression,english,I don't want to wake up tomorrow
fall_in_love,english,You make my heart melt
depression,english,I can't escape this darkness
depression,english,There is no light at the end of the tunnel
depression,bangla,আমি নিজের জন্য কোনো ভবিষ্যৎ দেখি না
fall_in_love,bangla,তুমি সবকিছু আরও সুন্দর করে দাও
suicide,bangla,আমি নিজের জীবন নিতে চাই
depression,english,I cannot find joy in anything anymore
depression,english,I feel so exhausted all the time
fall_in_love,english,You are my one true love
fall_in_love,bangla,আমি তোমার দিকে তাকানোর ভঙ্গি ভালোবাসি
depression,english,I don't recognize myself anymore
depression,bangla,আমি কয়েকদিন ধরে কাঁদছি
depression,english,I can't escape this darkness
suicide,english,Everyone would be better off if I died
depression,english,I feel like nobody understands me
fall_in_love,english,I am yours completely
fall_in_love,english,You make my heart melt
suicide,english,Suicide is my destiny
suicide,english,I already bought what I need for it
suicide,bangla,আত্মহত্যা আমার নিয়তি
suicide,english,I have been thinking about suicide for weeks
fall_in_love,bangla,আমি তোমার সাথে সারা জীবন কাটাতে চাই
depression,bangla,আমার মনটা সব সময় খুব ভারী থাকে
suicide,bangla,আমি জানি ঠিক কীভাবে এটি করব
fall_in_love,english,I am falling for you more every day
depression,english,I feel so empty and hollow
suicide,bangla,আমি শুধু মরে মুক্তি পেতে চাই
fall_in_love,english,You make everything better
fall_in_love,english,You make my life beautiful
fall_in_love,english,You make everything better
fall_in_love,english,My love for you grows stronger every day
depression,bangla,আমি নিজেকে অযোগ্য মনে করি
fall_in_love,bangla,তোমাকে দেখলেই আমার মন খুশি হয়
suicide,english,I am ready to die
suicide,english,I am ready to leave this world
fall_in_love,english,I think about you all day long
depression,english,I have lost interest in everything I used to love
fall_in_love,bangla,তুমি আমাকে আরও ভালো মানুষ হতে অনুপ্রাণিত করো
suicide,english,I can't stop thinking about committing suicide
fall_in_love,english,I feel safe when I am with you
depression,bangla,কেউ আমার সম্পর্কে চিন্তা করে না
suicide,bangla,আমি একা মরে যেতে চাই
suicide,bangla,আমি এখন মরে যেতে চাই
suicide,english,Suicide is my destiny
fall_in_love,bangla,আমি আগে কখনো এভাবে অনুভব করিনি
depression,bangla,কেউ যদি বুঝত আমি কীসের মধ্য দিয়ে যাচ্ছি
fall_in_love,bangla,আমি তোমার জন্য পাগল
suicide,english,Death is my only friend now
fall_in_love,bangla,তুমি আমার জীবনের আলো
depression,english,Nothing makes me happy anymore
fall_in_love,bangla,তুমি ছাড়া আমার জীবন কল্পনা করতে পারি না
fall_in_love,english,I cannot stop smiling when I think of you
depression,bangla,কেন আমি ভিড়ের মাঝেও একা অনুভব করি
suicide,english,Nothing is worth living for anymore
fall_in_love,english,You make my heart skip a beat
suicide,bangla,মৃত্যুই আমার একমাত্র মুক্তি
depression,bangla,দুঃখটা কখনো যায় না
depression,bangla,পৃথিবীর কাছে আমি অদৃশ্য
suicide,english,I am going to kill myself tonight
depression,bangla,আমি কোথাও খাপ খাই না
depression,bangla,কেউ যদি বুঝত আমি কীসের মধ্য দিয়ে যাচ্ছি
fall_in_love,bangla,আমি তোমাকে নিয়ে সারাক্ষণ ভাবি
fall_in_love,english,Every love story is beautiful but ours is my favorite
depression,bangla,যেসব জিনিস আগে ভালোবাসতাম সেগুলোর প্রতি আগ্রহ হারিয়েছি
fall_in_love,bangla,তোমাকে দেখলেই আমার মন খুশি হয়
depression,english,I feel trapped in my own mind
fall_in_love,bangla,আমি তোমার জন্য পাগল
depression,bangla,টানেলের শেষে কোনো আলো নেই
fall_in_love,bangla,আমি তোমার সাথে সারা জীবন কাটাতে চাই
depression,english,I cannot remember the last time I was happy
depression,english,I don't see a future for myself
depression,english,I hate my life
depression,english,I feel so hopeless about my future
suicide,english,I am saying my final goodbyes
fall_in_love,english,I love you more than words can say
depression,english,I don't want to talk to anyone
suicide,english,Suicide is the only way out for me
fall_in_love,bangla,তুমি আমার জীবনের আলো
depression,bangla,কোনো কিছুই আমাকে আর খুশি করতে পারে না
suicide,bangla,আমি জানি ঠিক কীভাবে এটি করব
depression,english,There is no light at the end of the tunnel
suicide,english,I don't deserve to live
suicide,english,I am a danger to myself
suicide,english,Death seems better than this pain
fall_in_love,english,Meeting you was the best thing that ever happened to me
suicide,english,I just want the suffering to end forever
suicide,english,I don't care what happens to me anymore
depression,english,My mind is a dark place
suicide,bangla,আমার ব্রিজ থেকে লাফ দেওয়া উচিত
suicide,english,Everyone would be better off if I died
fall_in_love,english,I feel so lucky to have you in my life
suicide,english,I am done with this life
depression,bangla,এই অন্ধকার থেকে পালাতে পারি না
suicide,bangla,আমি আত্মহত্যা করার কথা ভাবছি
fall_in_love,bangla,আমি তোমার দিকে তাকানোর ভঙ্গি ভালোবাসি
suicide,bangla,"আমি আর পারছি না, আমি সব শেষ করছি"
suicide,bangla,আমি সপ্তাহ ধরে পিল জমাচ্ছি
suicide,english,I am going to jump
fall_in_love,bangla,তুমি আমার স্বপ্নের মতো
suicide,english,I want to go to sleep and never wake up
suicide,bangla,আমি সবার কাছ থেকে বিদায় নিতে প্রস্তুত
suicide,english,I know exactly how I will do it
fall_in_love,english,You are my one true love
suicide,english,I have been saving pills for weeks
depression,bangla,কেউ আমাকে বোঝে না মনে হয়
depression,english,Life feels like a burden
fall_in_love,english,You are the one I have been waiting for
fall_in_love,bangla,তুমি আমার দিনের সবচেয়ে সুন্দর অংশ
depression,bangla,আমি কয়েকদিন ধরে কাঁদছি
depression,english,I wish someone would understand what I am going through
depression,english,I feel like giving up on everything
depression,bangla,আমি কারো সাথে কথা বলতে চাই না
suicide,bangla,আমি ফাঁস নিয়ে ঝুলতে যাচ্ছি
fall_in_love,english,You are my dream come true
fall_in_love,english,You are my happy place
suicide,bangla,আমি একা মরে যেতে চাই
fall_in_love,bangla,তুমি আমার পৃথিবীকে ঘুরিয়ে দাও
depression,english,I don't want to talk to anyone
depression,english,Nothing matters anymore
suicide,english,Death is my only friend now
fall_in_love,bangla,তুমি আমাকে সম্পূর্ণ করো
fall_in_love,english,I cannot stop smiling when I think of you
fall_in_love,bangla,তোমার হাসির প্রতি আমি আসক্ত
suicide,english,I have tried everything but only suicide remains
depression,english,I feel like a failure
fall_in_love,english,You make the world brighter
suicide,english,I want to die now
suicide,english,Death is my only escape
depression,bangla,আমি কোথাও খাপ খাই না
depression,english,I do not see the point of trying anymore
suicide,english,I want to die now
suicide,bangla,মৃত্যুই এখন আমার একমাত্র বন্ধু
suicide,english,The world would be better without me
depression,english,I feel like nobody cares about me
fall_in_love,english,My love for you grows stronger every day
suicide,bangla,আত্মহত্যার চিন্তা আমাকে শান্তি দেয়
depression,english,I feel so exhausted all the time
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব
suicide,english,I am going to hang myself
suicide,english,I have written my suicide note
depression,english,I feel like nobody understands me
depression,english,Why do I feel so alone in a crowd
suicide,english,I have no reason to live anymore
fall_in_love,bangla,তুমি আমার জীবনে এত আনন্দ নিয়ে এসেছো
suicide,english,I have been thinking about suicide for weeks
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে
suicide,bangla,আমি নিজের জন্য বিপজ্জনক
suicide,english,I am ready to die
fall_in_love,english,You are the song in my heart
fall_in_love,bangla,তুমি পৃথিবীকে আরও উজ্জ্বল করে তুলো
suicide,bangla,আমি আজ রাতে আত্মহত্যা করতে চাই
suicide,english,I am going to hang myself
fall_in_love,bangla,তোমার কথা ভাবলেই আমার মুখে হাসি চলে আসে
fall_in_love,english,You are the reason I wake up happy
fall_in_love,bangla,তোমার হাসির প্রতি আমি আসক্ত
depression,english,I have no energy to do anything
depression,english,I feel like a burden to everyone
depression,english,I feel like I am drowning and nobody sees it
suicide,english,I want to slit my wrists
fall_in_love,bangla,তুমি আমার একমাত্র সত্যিকারের ভালোবাসা
depression,bangla,একটা কালো মেঘ সব সময় আমাকে অনুসরণ করে
depression,bangla,আমার ভিতরে সব ভেঙে গেছে
suicide,bangla,আমি সপ্তাহ ধরে পিল জমাচ্ছি
fall_in_love,english,I am crazy about you
depression,bangla,প্রতিটি দিন একই রকম আর অর্থহীন মনে হয়
depression,bangla,আর চেষ্টা করার কোনো অর্থ দেখি না
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো
fall_in_love,english,You complete me
suicide,bangla,আমি আমার জীবন শেষ করার পরিকল্পনা করেছি
depression,english,I feel like I am suffocating
depression,bangla,আমি এত শূন্য এবং ফাঁপা বোধ করছি
depression,bangla,আমি আর বাঁচতে চাই না
fall_in_love,english,I feel so lucky to have you in my life
fall_in_love,bangla,তুমি সবসময় আমার মনের মধ্যে আছো
suicide,english,Life is not worth living
suicide,english,Ending my life is the only solution
depression,bangla,আমি সবকিছু ছেড়ে দিতে চাই
suicide,english,I am done with this life
fall_in_love,bangla,তুমি আমার কাছে বিশেষ
fall_in_love,bangla,ঘুম থেকে উঠেই প্রথমে তোমার কথা মনে পড়ে
fall_in_love,english,I want to spend my life with you
depression,english,I feel like a ghost watching my own life
depression,bangla,কেউ আমার সম্পর্কে চিন্তা করে না
fall_in_love,english,You make everything better
depression,bangla,আমি সবার জন্য বোঝা মনে করি
depression,bangla,আমার ভবিষ্যৎ নিয়ে আমি খুব হতাশ
depression,bangla,আমি বাস্তবতা থেকে বিচ্ছিন্ন বোধ করি
suicide,bangla,আমি আত্মহত্যার সাহস পেয়ে গেছি
fall_in_love,english,My feelings for you are real
fall_in_love,english,I want to hold you forever
suicide,bangla,আমি জানি ঠিক কীভাবে এটি করব
depression,bangla,আমি নিজের জন্য কোনো ভবিষ্যৎ দেখি না
depression,english,I don't enjoy anything anymore
suicide,english,I am saying goodbye to this world
suicide,english,The world would be better without me
suicide,english,Death seems better than this pain
depression,bangla,সবকিছুই আমার জন্য এত কঠিন কেন
fall_in_love,bangla,তোমার কাছে গেলে বুকের ধড়ফড় বেড়ে যায়
suicide,bangla,বেঁচে থাকার মতো কিছু আর নেই
depression,bangla,কেন আমি ভিড়ের মাঝেও একা অনুভব করি
fall_in_love,english,I want to spend my life with you
suicide,english,I have decided to end my life tomorrow
suicide,english,I have no reason to live anymore
depression,bangla,আমি নিজের জন্য কোনো ভবিষ্যৎ দেখি না
depression,english,I feel numb and disconnected from everyone
fall_in_love,english,I think I am falling in love with you
fall_in_love,bangla,তুমি আমার দিনের সবচেয়ে সুন্দর অংশ
suicide,bangla,আমি আমার সুইসাইড নোট লিখে ফেলেছি
depression,bangla,আমি আমার নিজের মনের ভিতরে আটকা পড়েছি
depression,bangla,আমি আমার জীবনকে ঘৃণা করি
depression,english,I am always sad and I don't know why
fall_in_love,bangla,তোমার সাথে আমি নিরাপদ বোধ করি
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব
depression,english,I feel so hopeless about my future
depression,english,I feel so exhausted all the time
depression,bangla,আমার মন একটা অন্ধকার জায়গা
suicide,bangla,আমাকে ছাড়া পৃথিবী ভালো থাকবে
depression,english,I feel like I am suffocating
fall_in_love,english,You are the light of my life
depression,bangla,আমি নিজেকে হারিয়ে ফেলছি
depression,english,I feel like no one would miss me if I were gone
suicide,english,I am saying goodbye to this world
suicide,bangla,আমি আজ রাতে আত্মহত্যা করব
fall_in_love,english,I love the way you look at me
fall_in_love,english,Every time I see you I smile
suicide,bangla,আমি ঘুমাতে চাই আর আর কখনো জেগে উঠতে চাই না
depression,english,Nothing matters anymore
depression,bangla,আমি চেয়েছিলাম আমি অদৃশ্য হয়ে যেতে পারতাম
depression,english,I feel numb and disconnected from everyone
depression,bangla,আমি যথেষ্ট ভালো নই মনে হয়
depression,english,The sadness never goes away
suicide,english,I want to die alone
depression,english,I am so tired of feeling sad all the time
fall_in_love,bangla,প্রতিটি দিন আমি তোমাকে আরও বেশি ভালোবাসি
depression,bangla,শেষ কবে খুশি ছিলাম আমার মনে নেই
depression,bangla,আমি সব সময় খুব ক্লান্ত বোধ করি
fall_in_love,bangla,তোমার সাথে আমি নিরাপদ বোধ করি
fall_in_love,english,I have never felt this way before
depression,english,I feel so broken inside
suicide,english,I have made a plan to end my life
depression,english,The sadness never goes away
depression,bangla,আমি সারাদিন বিছানায় পড়ে থাকতে চাই
depression,english,I feel like I am not important to anyone
fall_in_love,bangla,তুমি আমার জীবনের আলো
fall_in_love,english,Meeting you was the best thing that ever happened to me
depression,english,Life feels like a burden
fall_in_love,bangla,তুমি আমাকে বাঁচিয়ে রাখো
fall_in_love,bangla,তুমি আমার একমাত্র সত্যিকারের ভালোবাসা
fall_in_love,english,Every love story is beautiful but ours is my favorite
suicide,bangla,আমি এই পৃথিবীকে বিদায় বলছি
suicide,bangla,আমি চিরতরে অদৃশ্য হতে চাই
suicide,bangla,আমি জানি ঠিক কীভাবে এটি করব
suicide,english,Everyone would be better off if I died
fall_in_love,bangla,আমি তোমার সাথে সারা জীবন কাটাতে চাই
depression,english,I feel like I am not good enough
suicide,english,Nothing is worth living for anymore
depression,bangla,আমি আমার নিজের জীবনের ভূতের মতো
depression,bangla,সব সময় দুঃখিত থাকতে থাকতে আমি ক্লান্ত
suicide,english,I feel like killing myself is the answer
fall_in_love,english,You bring so much joy to my life
suicide,english,I found the courage to kill myself
depression,english,I feel like I am losing myself
depression,bangla,সব সময় আমার ভিতরটা খালি খালি লাগে
depression,english,My heart feels so heavy all the time
suicide,bangla,আমি শুধু মরে মুক্তি পেতে চাই
fall_in_love,english,You are my soulmate
suicide,english,I don't want to be here anymore
fall_in_love,english,You are the first thing I think of when I wake up
suicide,english,I can't stop thinking about committing suicide
suicide,english,The thought of suicide comforts me
suicide,bangla,আমি বাঁচার যোগ্য নই
depression,bangla,আমি আর বাঁচতে চাই না
depression,english,I feel like I am sinking deeper every day
depression,bangla,আমি একজন ব্যর্থ মানুষ
suicide,bangla,এই কষ্টের চেয়ে মৃত্যু ভালো
depression,english,There is a dark cloud following me everywhere
depression,bangla,আমি সারাদিন বিছানায় পড়ে থাকতে চাই
fall_in_love,english,I cannot stop smiling when I think of you
suicide,english,The thought of suicide comforts me
fall_in_love,english,I think I am falling in love with you
depression,bangla,কেউ আমার সম্পর্কে চিন্তা করে না
suicide,english,I feel like killing myself is the answer
depression,bangla,আমি সবার জন্য বোঝা মনে করি
fall_in_love,bangla,তোমার সাথে দেখা আমার জীবনের সেরা ঘটনা
fall_in_love,bangla,তুমি আমার পৃথিবীকে ঘুরিয়ে দাও
depression,bangla,আমি ডুবে যাচ্ছি আর কেউ দেখছে না
depression,english,I feel like I am sinking deeper every day
suicide,english,I have nothing left to live for
suicide,bangla,বেঁচে থাকার কোনো কারণ নেই আমার
depression,bangla,আমি চেয়েছিলাম আমি অদৃশ্য হয়ে যেতে পারতাম
depression,bangla,সব সময় দুঃখিত থাকতে থাকতে আমি ক্লান্ত
fall_in_love,english,You are the one I have been waiting for
fall_in_love,bangla,আমি তোমার জন্য খুব বেশি পড়েছি
suicide,bangla,আমি আর এখানে থাকতে চাই না
depression,bangla,সব সময় আমার ভিতরটা খালি খালি লাগে
suicide,english,Death is my only escape
suicide,bangla,আমি আত্মহত্যা করা নিয়ে সারাক্ষণ ভাবি
depression,bangla,আর চেষ্টা করার কোনো অর্থ দেখি না
suicide,bangla,আত্মহত্যাই আমার একমাত্র পথ মনে হচ্ছে
suicide,bangla,আমি আমার শিরা কাটতে চাই
depression,bangla,আমার মন একটা অন্ধকার জায়গা
fall_in_love,english,You make everything better
suicide,bangla,আমি বাঁচার যোগ্য নই
fall_in_love,english,I am falling so hard for you
suicide,bangla,আমার আর কিছু আসে যায় না
depression,english,I feel like nobody cares about me
fall_in_love,bangla,আমি তোমার আশেপাশে থাকতে ভালোবাসি
depression,english,I feel like no one would miss me if I were gone
depression,english,Every day feels the same and pointless
suicide,english,I am ready to die
depression,english,I have been crying for days
depression,bangla,কোনো কিছুই আমাকে আর খুশি করতে পারে না
depression,bangla,সবকিছুই সংগ্রাম মনে হয়
depression,english,I just want the pain to stop
fall_in_love,bangla,তোমার কাছে গেলে বুকের ধড়ফড় বেড়ে যায়
suicide,english,I want to die alone
depression,english,My heart feels so heavy all the time
fall_in_love,english,You are my sweetest dream
fall_in_love,english,You make me feel alive
depression,english,I am tired of being sad
fall_in_love,bangla,আমি আগে কখনো এভাবে অনুভব করিনি
fall_in_love,bangla,আমার মনে হয় আমি তোমার প্রেমে পড়েছি
fall_in_love,english,I am deeply in love with you
suicide,bangla,আমি আমার শিরা কাটতে চাই
depression,english,I feel empty inside all the time
fall_in_love,bangla,তোমার সাথে দেখা আমার জীবনের সেরা ঘটনা
suicide,english,I am saying goodbye to this world
depression,english,My mind is a dark place
fall_in_love,english,You are my greatest adventure
fall_in_love,english,Every time I see you I smile
fall_in_love,english,I thank God every day for bringing you into my life
fall_in_love,english,You bring so much joy to my life
suicide,bangla,আমি আত্মহত্যা করা নিয়ে সারাক্ষণ ভাবি
suicide,bangla,আমি এখন মরে যেতে চাই
depression,bangla,আমার মন একটা অন্ধকার জায়গা
fall_in_love,bangla,আমার হৃদয় তোমার জন্যই স্পন্দিত
suicide,english,I am ready to say goodbye to everyone
fall_in_love,english,I love the way you look at me
depression,english,I am always sad and I don't know why
fall_in_love,bangla,তুমি আমার আত্মার সঙ্গী
depression,bangla,আমি ডুবে যাচ্ছি আর কেউ দেখছে না
depression,english,Everything hurts and nothing helps
fall_in_love,english,You are my greatest adventure
fall_in_love,bangla,আমি তোমাকে চিরকাল ধরে রাখতে চাই
suicide,english,I am going to hurt myself badly tonight
depression,bangla,আমার মনটা সব সময় খুব ভারী থাকে
fall_in_love,english,My heart belongs to you
depression,bangla,আমি নিজেকে হারিয়ে ফেলছি
fall_in_love,english,I love you more every single day
depression,bangla,আমি বাস্তবতা থেকে বিচ্ছিন্ন বোধ করি
suicide,bangla,আত্মহত্যার চিন্তা আমাকে শান্তি দেয়
suicide,english,I feel like killing myself is the answer
suicide,english,I am not scared of dying anymore
depression,bangla,আমি সবার জন্য বোঝা মনে করি
suicide,english,I have written my suicide note
depression,bangla,আমি শুধু চাই ব্যথাটা বন্ধ হোক
depression,english,I feel so disconnected from reality
suicide,bangla,সব চেষ্টা করেছি কিন্তু আত্মহত্যাই বাকি
fall_in_love,bangla,আমি তোমার জন্য পাগল
depression,bangla,আমি সব সময় খুব ক্লান্ত বোধ করি
suicide,bangla,আমি এখন মরে যেতে চাই
depression,english,I feel so disconnected from reality
fall_in_love,english,You make me want to be a better person
fall_in_love,bangla,ঘুম থেকে উঠেই প্রথমে তোমার কথা মনে পড়ে
depression,english,I wish I could just disappear
depression,english,I am tired of pretending to be okay
fall_in_love,bangla,তোমাকে দেখলেই আমার মন খুশি হয়
suicide,bangla,আমি কাল আমার জীবন শেষ করার সিদ্ধান্ত নিয়েছি
depression,bangla,আমি নিজেকে আর চিনতে পারি না
suicide,bangla,আমি একা মরে যেতে চাই
fall_in_love,english,I think about you all day long
suicide,english,I have made a plan to end my life
depression,bangla,আমি নিজেকে অযোগ্য মনে করি
depression,bangla,সবকিছুই সংগ্রাম মনে হয়
depression,bangla,আমার ভবিষ্যৎ নিয়ে আমি খুব হতাশ
suicide,bangla,আমি এই ব্যথা চিরতরে বন্ধ করতে চাই
fall_in_love,bangla,আমি প্রতিদিন তোমার প্রেমে আরও গভীরে পড়ছি
depression,bangla,আমি এই পৃথিবীতে সম্পূর্ণ একা
depression,bangla,আমি প্রতিদিন আরও গভীরে ডুবে যাচ্ছি
fall_in_love,english,You are special to me
depression,english,I wish I could just disappear
suicide,bangla,আমি কাল আমার জীবন শেষ করার সিদ্ধান্ত নিয়েছি
depression,english,I feel like a burden to everyone
fall_in_love,bangla,তুমি সবকিছু আরও সুন্দর করে দাও
depression,bangla,আমি নিজেকে অযোগ্য মনে করি
suicide,bangla,আমি আর মৃত্যুকে ভয় করি না
suicide,english,I just want to die peacefully
suicide,english,I have made peace with dying
fall_in_love,bangla,আমি তোমার জন্য পাগল
depression,english,I cannot find joy in anything anymore
suicide,bangla,আমি ফাঁস নিয়ে ঝুলতে যাচ্ছি
suicide,english,I am going to hurt myself badly tonight
depression,bangla,ভালো থাকার অভিনয় করতে করতে আমি ক্লান্ত
suicide,english,I know exactly how I will do it
suicide,bangla,আমি আজ রাতে ওভারডোজ নেব
fall_in_love,english,My heart beats faster when you are near
fall_in_love,bangla,তুমি আমার কাছে বিশেষ
depression,english,Everything feels grey and empty
depression,bangla,আমি কয়েকদিন ধরে কাঁদছি
depression,english,I feel invisible to the world
fall_in_love,english,You are the reason I wake up happy
depression,bangla,আমি প্রতিদিন আরও গভীরে ডুবে যাচ্ছি
suicide,bangla,জীবন বাঁচানোর মতো নয়
fall_in_love,bangla,তুমি পৃথিবীকে আরও উজ্জ্বল করে তুলো
depression,bangla,ভালো থাকার অভিনয় করতে করতে আমি ক্লান্ত
depression,bangla,আমি একজন ব্যর্থ মানুষ
depression,bangla,আমি কয়েকদিন ধরে কাঁদছি
depression,bangla,সবকিছু কষ্ট দেয় আর কিছুই সাহায্য করে না
depression,bangla,কোনো কিছুতে আর আনন্দ খুঁজে পাই না
suicide,english,I want to end my life
